backend,specimen,anatomy,method,condition,level,draw,retention,virtual_target_rms_displacement_mm,registration_recall,rotation_error_deg,translation_error_mm,registration_only_seconds,fitness,error
,specimen04,foot,raw,5deg_5mm,1,0,,1.8954739001503447,1.0,0.8927523161508717,1.8343499495623903,0.2169741760008037,0.5693333333333334,
,specimen04,foot,raw,5deg_5mm,1,1,,1.8954017561174972,1.0,0.8931513532969526,1.8202529751318295,0.21850333697511815,0.5693333333333334,
,specimen04,foot,raw,5deg_5mm,1,2,,1.8955070791164599,1.0,0.8932669790746345,1.8282344591173385,0.21813203502097167,0.5693333333333334,
,specimen04,foot,raw,5deg_5mm,1,3,,1.8954017561175607,1.0,0.8931513532953202,1.8483791097053608,0.21923038398381323,0.5693333333333334,
,specimen04,foot,raw,5deg_5mm,1,4,,1.8955070290582556,1.0,0.8932671100293186,1.8256280154062914,0.21989544600364752,0.5693333333333334,
,specimen04,foot,raw,10deg_10mm,2,0,,1.8954739001503556,1.0,0.8927523161476056,1.7591878716205547,0.2163580299820751,0.5693333333333334,
,specimen04,foot,raw,10deg_10mm,2,1,,1.8964912208795623,1.0,0.8946120438555981,1.7695401997802467,0.23083838599268347,0.5693333333333334,
,specimen04,foot,raw,10deg_10mm,2,2,,39.08209149142634,0.0,23.350274952497973,30.43716791252631,0.25662147701950744,0.5693333333333334,
,specimen04,foot,raw,10deg_10mm,2,3,,1.8964912209793832,1.0,0.8946120439387111,1.8119375171877459,0.22364390597795136,0.5693333333333334,
,specimen04,foot,raw,10deg_10mm,2,4,,1.8955070791163928,1.0,0.8932669790762666,1.8680207894894167,0.21896630499395542,0.5693333333333334,
,specimen04,foot,raw,20deg_20mm,3,0,,1.8954739001503602,1.0,0.8927523161484221,1.7342383738457254,0.21840160299325362,0.5693333333333334,
,specimen04,foot,raw,20deg_20mm,3,1,,1.895473900150341,1.0,0.8927523161492387,1.9173940368710745,0.223269027977949,0.5693333333333334,
,specimen04,foot,raw,20deg_20mm,3,2,,38.944052803602574,0.0,23.280375340727744,29.54847509993865,0.2567720290098805,0.5686666666666667,
,specimen04,foot,raw,20deg_20mm,3,3,,38.95640275073927,0.0,23.263046383306584,28.29059385531084,0.2555375900119543,0.569,
,specimen04,foot,raw,20deg_20mm,3,4,,1.8955070290072233,1.0,0.8932671099770908,2.011175879020314,0.2235175590030849,0.5693333333333334,
,specimen04,foot,all_refined,aligned,0,0,1.0,1.8015147860472926,1.0,0.8450746726041461,1.6823093681875743,0.2218347770103719,0.5806666666666667,
,specimen04,foot,all_refined,5deg_5mm,1,0,1.0,1.8016094304854178,1.0,0.845142310821978,1.6863033581722247,0.219004828017205,0.5806666666666667,
,specimen04,foot,all_refined,5deg_5mm,1,1,1.0,1.8076113822420687,1.0,0.8492643072547037,1.6835950509382833,0.21836553199682385,0.5806666666666667,
,specimen04,foot,all_refined,5deg_5mm,1,2,1.0,1.8016097771466328,1.0,0.8451419033049719,1.6818811001361553,0.21881521298200823,0.5806666666666667,
,specimen04,foot,all_refined,5deg_5mm,1,3,1.0,1.8015147828569023,1.0,0.8450746712835155,1.6996381370342515,0.21830865400261246,0.5806666666666667,
,specimen04,foot,all_refined,5deg_5mm,1,4,1.0,1.7994749648024155,1.0,0.842939220486582,1.6705805449669142,0.2250324499909766,0.5806666666666667,
,specimen04,foot,all_refined,10deg_10mm,2,0,1.0,1.8076109727293301,1.0,0.8492708318654985,1.624460249562016,0.2174141099967528,0.5806666666666667,
,specimen04,foot,all_refined,10deg_10mm,2,1,1.0,1.801514786047228,1.0,0.8450746726093217,1.6233398197544917,0.2166282750258688,0.5806666666666667,
,specimen04,foot,all_refined,10deg_10mm,2,2,1.0,39.18040023303365,0.0,23.02569235712433,30.78628762628471,0.25465502199949697,0.574,
,specimen04,foot,all_refined,10deg_10mm,2,3,1.0,1.8076101057863958,1.0,0.8492705482700611,1.6722956634721151,0.2228265549929347,0.5806666666666667,
,specimen04,foot,all_refined,10deg_10mm,2,4,1.0,1.8054469507711999,1.0,0.8476161631980685,1.716609516328052,0.22330476102069952,0.5806666666666667,
,specimen04,foot,all_refined,20deg_20mm,3,0,1.0,1.8016094304853623,1.0,0.8451423108245656,1.581643037627294,0.2489452239824459,0.5806666666666667,
,specimen04,foot,all_refined,20deg_20mm,3,1,1.0,1.8015149391736776,1.0,0.8450743728494223,1.7817940940560189,0.22929811998619698,0.5806666666666667,
,specimen04,foot,all_refined,20deg_20mm,3,2,1.0,39.10338266193781,0.0,22.95333510523768,29.916713989160655,0.25724383399938233,0.5735,
,specimen04,foot,all_refined,20deg_20mm,3,3,1.0,39.06519577545004,0.0,22.93423155153275,28.62507217216904,0.2559626199945342,0.5733333333333334,
,specimen04,foot,all_refined,20deg_20mm,3,4,1.0,1.8016104738909278,1.0,0.845142034245718,1.8441706574058603,0.22609336097957566,0.5806666666666667,
,specimen04,foot,random_policy,aligned,0,0,0.9,1.9005459056897278,1.0,0.9404890792586702,1.7804574023380384,0.22075543302344158,0.575,
,specimen04,foot,random_policy,5deg_5mm,1,0,0.9,1.9010535031084619,1.0,0.940447789855393,1.7830467590554164,0.2204635559755843,0.575,
,specimen04,foot,random_policy,5deg_5mm,1,1,0.9,1.9003737095338584,1.0,0.9398415825248078,1.7708617387645025,0.22057009700802155,0.575,
,specimen04,foot,random_policy,5deg_5mm,1,2,0.9,1.9019712038809766,1.0,0.9400748519429899,1.7799678767687133,0.21344236400909722,0.575,
,specimen04,foot,random_policy,5deg_5mm,1,3,0.9,1.9019712038809995,1.0,0.940074851941439,1.8020327683415913,0.2084308359771967,0.575,
,specimen04,foot,random_policy,5deg_5mm,1,4,0.9,1.9006914275440159,1.0,0.9400581140559355,1.7719364716938222,0.21684204100165516,0.575,
,specimen04,foot,random_policy,10deg_10mm,2,0,0.9,1.9005459153420152,1.0,0.9404890744887762,1.7005734577050124,0.2236450549971778,0.575,
,specimen04,foot,random_policy,10deg_10mm,2,1,0.9,1.9010535031084106,1.0,0.9404477898561682,1.7099811410213994,0.21473822998814285,0.575,
,specimen04,foot,random_policy,10deg_10mm,2,2,0.9,46.12540218556038,0.0,27.06083812141686,35.16823620498514,0.24907238400192,0.5703333333333334,
,specimen04,foot,random_policy,10deg_10mm,2,3,0.9,1.9010535031083857,1.0,0.9404477898608188,1.7570991406715986,0.22175139302271418,0.575,
,specimen04,foot,random_policy,10deg_10mm,2,4,0.9,1.901053503108399,1.0,0.9404477898600437,1.816400532067637,0.21961253602057695,0.575,
,specimen04,foot,random_policy,20deg_20mm,3,0,0.9,1.9006914624801998,1.0,0.940058144400598,1.6634058662027416,0.21776008000597358,0.575,
,specimen04,foot,random_policy,20deg_20mm,3,1,0.9,1.900545905661418,1.0,0.9404890792640958,1.8852327426470958,0.22001072100829333,0.575,
,specimen04,foot,random_policy,20deg_20mm,3,2,0.9,45.35880713844512,0.0,26.677181816271556,32.48633947664754,0.25129650501185097,0.5678333333333333,
,specimen04,foot,random_policy,20deg_20mm,3,3,0.9,44.814537679376464,0.0,26.375488555390383,30.252487221508204,0.24742524299654178,0.5641666666666667,
,specimen04,foot,random_policy,20deg_20mm,3,4,0.9,1.9019712038785095,1.0,0.9400748519360109,1.9764950064292992,0.2159496179956477,0.575,
,specimen04,foot,geometry_policy,aligned,0,0,0.9,1.7020263045941175,1.0,0.8595116583286009,1.6054813293373924,0.19539240398444235,0.6225,
,specimen04,foot,geometry_policy,5deg_5mm,1,0,0.9,1.702029134507403,1.0,0.8595119917121216,1.6055129067357368,0.19452467700466514,0.6225,
,specimen04,foot,geometry_policy,5deg_5mm,1,1,0.9,1.7068929020949801,1.0,0.8631881236926073,1.6226363774734658,0.19455280300462618,0.6225,
,specimen04,foot,geometry_policy,5deg_5mm,1,2,0.9,1.7020263045940813,1.0,0.8595116583286009,1.600596509163776,0.19485172201530077,0.6225,
,specimen04,foot,geometry_policy,5deg_5mm,1,3,0.9,1.7020291345073282,1.0,0.859511991714666,1.6213554843067237,0.19909378999727778,0.6225,
,specimen04,foot,geometry_policy,5deg_5mm,1,4,0.9,1.7068929020829522,1.0,0.8631881236993633,1.6179163007907515,0.1942956949933432,0.6225,
,specimen04,foot,geometry_policy,10deg_10mm,2,0,0.9,1.7068929020830392,1.0,0.8631881236976743,1.54730264631846,0.19535667798481882,0.6225,
,specimen04,foot,geometry_policy,10deg_10mm,2,1,0.9,1.706892902094909,1.0,0.8631881236968298,1.5548658409960117,0.1945358389930334,0.6225,
,specimen04,foot,geometry_policy,10deg_10mm,2,2,0.9,1.7066383680653439,1.0,0.8633469236031645,1.688426811218401,0.19911268600844778,0.6226666666666667,
,specimen04,foot,geometry_policy,10deg_10mm,2,3,0.9,1.7068929020830177,1.0,0.8631881236951409,1.5994582977632488,0.196214464987861,0.6225,
,specimen04,foot,geometry_policy,10deg_10mm,2,4,0.9,1.7020291345073721,1.0,0.8595119917112735,1.6378831702315482,0.19394289099727757,0.6225,
,specimen04,foot,geometry_policy,20deg_20mm,3,0,0.9,1.7079018890230468,1.0,0.8636360184497558,1.5036028480600818,0.19530400799703784,0.6225,
,specimen04,foot,geometry_policy,20deg_20mm,3,1,0.9,1.706638368065368,1.0,0.8633469236023201,1.7237079673930285,0.19639034700230695,0.6226666666666667,
,specimen04,foot,geometry_policy,20deg_20mm,3,2,0.9,41.24681251807383,0.0,24.906774565818314,30.388053272009618,0.24057142899255268,0.6115,
,specimen04,foot,geometry_policy,20deg_20mm,3,3,0.9,41.40398011068342,0.0,25.25968355023297,29.277174011579202,0.24064904899569228,0.6095,
,specimen04,foot,geometry_policy,20deg_20mm,3,4,0.9,1.7020263045941522,1.0,0.8595116583235122,1.7865309025250098,0.19965448300354183,0.6225,
,specimen04,foot,pfad_policy,aligned,0,0,0.9,1.6855035866309531,1.0,0.8016345603821133,1.4446580987272042,0.2009590230009053,0.6221666666666666,
,specimen04,foot,pfad_policy,5deg_5mm,1,0,0.9,1.6870367780428084,1.0,0.8023274190287537,1.4492098122110926,0.2005984179850202,0.6221666666666666,
,specimen04,foot,pfad_policy,5deg_5mm,1,1,0.9,1.6869722424278355,1.0,0.8022017468428463,1.4402365582822825,0.2001782940060366,0.6221666666666666,
,specimen04,foot,pfad_policy,5deg_5mm,1,2,0.9,1.687036101058677,1.0,0.8023244501216196,1.4460543473019185,0.20394352299626917,0.6221666666666666,
,specimen04,foot,pfad_policy,5deg_5mm,1,3,0.9,1.6855051758476163,1.0,0.8016349657711029,1.4582209568281648,0.19916798500344157,0.6221666666666666,
,specimen04,foot,pfad_policy,5deg_5mm,1,4,0.9,1.685505196016614,1.0,0.801634698158869,1.4380401432307648,0.20143192002433352,0.6221666666666666,
,specimen04,foot,pfad_policy,10deg_10mm,2,0,0.9,1.6870367784283231,1.0,0.8023274190614614,1.4030838091511952,0.20263084099860862,0.6221666666666666,
,specimen04,foot,pfad_policy,10deg_10mm,2,1,0.9,1.6870362843542477,1.0,0.8023243639727405,1.404744643972746,0.1992176850035321,0.6221666666666666,
,specimen04,foot,pfad_policy,10deg_10mm,2,2,0.9,1.686475264471666,1.0,0.801704760524041,1.487611588534266,0.21436353999888524,0.6221666666666666,
,specimen04,foot,pfad_policy,10deg_10mm,2,3,0.9,1.6864752644601289,1.0,0.8017047605258595,1.4343680540555215,0.20791569599532522,0.6221666666666666,
,specimen04,foot,pfad_policy,10deg_10mm,2,4,0.9,1.685503586787791,1.0,0.801634560353924,1.4591168704081117,0.2052603090123739,0.6221666666666666,
,specimen04,foot,pfad_policy,20deg_20mm,3,0,0.9,1.685503586787791,1.0,0.8016345603530147,1.3718956060182792,0.2028214030142408,0.6221666666666666,
,specimen04,foot,pfad_policy,20deg_20mm,3,1,0.9,1.6870369158083884,1.0,0.8023272731640266,1.5399318103388278,0.1999155429948587,0.6221666666666666,
,specimen04,foot,pfad_policy,20deg_20mm,3,2,0.9,39.174267668626314,0.0,23.364249320184182,29.48595174411625,0.2543969909893349,0.6095,
,specimen04,foot,pfad_policy,20deg_20mm,3,3,0.9,39.226949203868074,0.0,23.373474006332973,28.323320228805564,0.24884834099793807,0.61,
,specimen04,foot,pfad_policy,20deg_20mm,3,4,0.9,1.6855035867673112,1.0,0.8016345603593801,1.5622895519501316,0.2016018209978938,0.6221666666666666,
,specimen04,tibia,raw,aligned,0,0,,1.240705857077745,1.0,1.269480572331836,0.6724535689063834,0.19782160900649615,0.8951666666666667,
,specimen04,tibia,raw,5deg_5mm,1,0,,1.2407058570777463,1.0,1.2694805723341331,0.7261688970361754,0.1989140719815623,0.8951666666666667,
,specimen04,tibia,raw,5deg_5mm,1,1,,1.2407058570777518,1.0,1.269480572331836,0.6927512289265076,0.19945538300089538,0.8951666666666667,
,specimen04,tibia,raw,5deg_5mm,1,2,,1.2407058570777374,1.0,1.2694805723335587,0.6674609437000605,0.20067479298450053,0.8951666666666667,
,specimen04,tibia,raw,5deg_5mm,1,3,,1.2407058570777503,1.0,1.2694805723306877,0.5932035829585205,0.20295565298874862,0.8951666666666667,
,specimen04,tibia,raw,5deg_5mm,1,4,,1.2407058570777434,1.0,1.2694805723306877,0.764194152804008,0.2028648109990172,0.8951666666666667,
,specimen04,tibia,raw,10deg_10mm,2,0,,1.2407058570777474,1.0,1.2694805723329847,0.7903775214873495,0.20624913601204753,0.8951666666666667,
,specimen04,tibia,raw,10deg_10mm,2,1,,1.240705857077729,1.0,1.269480572331836,0.4649426267153746,0.24386239700834267,0.8951666666666667,
,specimen04,tibia,raw,10deg_10mm,2,2,,1.2407058570777378,1.0,1.2694805723312619,0.5673603193112269,0.24380312001449056,0.8951666666666667,
,specimen04,tibia,raw,10deg_10mm,2,3,,1.2407058570777654,1.0,1.2694805723347073,0.6685425462359048,0.20296086100279354,0.8951666666666667,
,specimen04,tibia,raw,10deg_10mm,2,4,,1.2407058570777358,1.0,1.269480572331836,0.5792517978293318,0.2118138679943513,0.8951666666666667,
,specimen04,tibia,raw,20deg_20mm,3,0,,1.2407058570777592,1.0,1.2694805723329847,0.5357606182794706,0.23187963900272734,0.8951666666666667,
,specimen04,tibia,raw,20deg_20mm,3,1,,1.2407058570777405,1.0,1.2694805723312619,1.011999693693331,0.20566985997720622,0.8951666666666667,
,specimen04,tibia,raw,20deg_20mm,3,2,,30.3354699975656,0.0,25.421479296299957,16.552042945556124,0.3482013139873743,0.6315,
,specimen04,tibia,raw,20deg_20mm,3,3,,41.55932576642396,0.0,109.78151688138287,25.32138158264435,0.3496099599869922,0.6658333333333334,
,specimen04,tibia,raw,20deg_20mm,3,4,,1.2407058570777403,1.0,1.2694805723289648,0.4025450223502248,0.2172553050040733,0.8951666666666667,
,specimen04,tibia,all_refined,aligned,0,0,1.0,1.2347525100395802,1.0,1.2453395368778355,0.6746815895376427,0.1566751310019754,0.8943333333333333,
,specimen04,tibia,all_refined,5deg_5mm,1,0,1.0,1.2347524858457506,1.0,1.2453395198072184,0.7238721523074219,0.15129705498111434,0.8943333333333333,
,specimen04,tibia,all_refined,5deg_5mm,1,1,1.0,1.2347525100395849,1.0,1.245339536880177,0.6983982068048435,0.15083390902145766,0.8943333333333333,
,specimen04,tibia,all_refined,5deg_5mm,1,2,1.0,1.2347525100395682,1.0,1.2453395368795914,0.6684695523670569,0.150578795990441,0.8943333333333333,
,specimen04,tibia,all_refined,5deg_5mm,1,3,1.0,1.2347525100395889,1.0,1.2453395368790063,0.595267189747509,0.14772428502328694,0.8943333333333333,
,specimen04,tibia,all_refined,5deg_5mm,1,4,1.0,1.2347525100395735,1.0,1.2453395368784208,0.7620232128494333,0.1459323540038895,0.8943333333333333,
,specimen04,tibia,all_refined,10deg_10mm,2,0,1.0,1.2347525100395802,1.0,1.2453395368784208,0.7822159725929418,0.15514028898905963,0.8943333333333333,
,specimen04,tibia,all_refined,10deg_10mm,2,1,1.0,1.23475251003956,1.0,1.2453395368766649,0.4773207445680167,0.24234886598424055,0.8943333333333333,
,specimen04,tibia,all_refined,10deg_10mm,2,2,1.0,1.2347525100395702,1.0,1.2453395368778355,0.5650093843443428,0.26546933501958847,0.8943333333333333,
,specimen04,tibia,all_refined,10deg_10mm,2,3,1.0,1.2347524858457428,1.0,1.2453395198078039,0.6622628177941278,0.17648653601645492,0.8943333333333333,
,specimen04,tibia,all_refined,10deg_10mm,2,4,1.0,1.2347524858457328,1.0,1.2453395198072184,0.5922815247797274,0.21441219598636962,0.8943333333333333,
,specimen04,tibia,all_refined,20deg_20mm,3,0,1.0,1.23475251003958,1.0,1.2453395368778355,0.5388255891515996,0.22875593599746935,0.8943333333333333,
,specimen04,tibia,all_refined,20deg_20mm,3,1,1.0,1.2347524858457277,1.0,1.2453395198078039,1.009094671537609,0.16326998599106446,0.8943333333333333,
,specimen04,tibia,all_refined,20deg_20mm,3,2,1.0,27.68322107767248,0.0,27.564580575302866,8.176775550363399,0.36506245099008083,0.6545,
,specimen04,tibia,all_refined,20deg_20mm,3,3,1.0,48.937681998950104,0.0,83.78618870499625,19.63554426088257,0.3530111360014416,0.6528333333333334,
,specimen04,tibia,all_refined,20deg_20mm,3,4,1.0,1.2347524858457493,1.0,1.2453395198078039,0.4285554253584739,0.22247693900135346,0.8943333333333333,
,specimen04,tibia,random_policy,aligned,0,0,0.9,1.2690746167581326,1.0,1.3578878758909902,0.6645346248929257,0.14321992598706856,0.896,
,specimen04,tibia,random_policy,5deg_5mm,1,0,0.9,1.269074616758114,1.0,1.3578878758872324,0.7213508902060483,0.2055666070082225,0.896,
,specimen04,tibia,random_policy,5deg_5mm,1,1,0.9,1.2690746167581552,1.0,1.3578878758893798,0.6878910751472818,0.15209935599705204,0.896,
,specimen04,tibia,random_policy,5deg_5mm,1,2,0.9,1.2690746167581428,1.0,1.3578878758915272,0.6598806184687502,0.15217531297821552,0.896,
,specimen04,tibia,random_policy,5deg_5mm,1,3,0.9,1.2690746167581393,1.0,1.3578878758904533,0.578557905068162,0.15552050500991754,0.896,
,specimen04,tibia,random_policy,5deg_5mm,1,4,0.9,1.269074616758129,1.0,1.3578878758899164,0.7632266525803846,0.15059993500472046,0.896,
,specimen04,tibia,random_policy,10deg_10mm,2,0,0.9,1.269074616758159,1.0,1.357887875892064,0.791054996340569,0.15472221598611213,0.896,
,specimen04,tibia,random_policy,10deg_10mm,2,1,0.9,1.2690746167581388,1.0,1.3578878758899164,0.44162615603495137,0.24338242199155502,0.896,
,specimen04,tibia,random_policy,10deg_10mm,2,2,0.9,1.269074616758132,1.0,1.3578878758904533,0.5529597449419755,0.2490282479848247,0.896,
,specimen04,tibia,random_policy,10deg_10mm,2,3,0.9,1.2690746167581426,1.0,1.3578878758904533,0.6620037297817362,0.211450289003551,0.896,
,specimen04,tibia,random_policy,10deg_10mm,2,4,0.9,1.2690746167581202,1.0,1.3578878758888429,0.5685924588879608,0.21805703500285745,0.896,
,specimen04,tibia,random_policy,20deg_20mm,3,0,0.9,1.2690746167581182,1.0,1.3578878758888429,0.5133116416288028,0.23421052200137638,0.896,
,specimen04,tibia,random_policy,20deg_20mm,3,1,0.9,1.2690746167581473,1.0,1.3578878758904533,1.0314700410364313,0.17069386001094244,0.896,
,specimen04,tibia,random_policy,20deg_20mm,3,2,0.9,31.6015139038739,0.0,21.48467907682423,20.280408079507374,0.3564203109999653,0.6445,
,specimen04,tibia,random_policy,20deg_20mm,3,3,0.9,42.29028762301079,0.0,117.81036338098242,27.15635319802507,0.3424215610139072,0.695,
,specimen04,tibia,random_policy,20deg_20mm,3,4,0.9,1.2690746167581375,1.0,1.3578878758909902,0.38619005875190837,0.22245375698548742,0.896,
,specimen04,tibia,geometry_policy,aligned,0,0,0.9,1.1850194401694647,1.0,1.2248620669019057,0.6593377283143281,0.16133147000800818,0.958,
,specimen04,tibia,geometry_policy,5deg_5mm,1,0,0.9,1.1850194401694802,1.0,1.2248620669048815,0.7107059549858473,0.12392981501761824,0.958,
,specimen04,tibia,geometry_policy,5deg_5mm,1,1,0.9,1.1850194401694745,1.0,1.2248620669013106,0.6797505704864513,0.1722969840047881,0.958,
,specimen04,tibia,geometry_policy,5deg_5mm,1,2,0.9,1.1850194401694623,1.0,1.224862066903096,0.6534269566879848,0.16931285199825652,0.958,
,specimen04,tibia,geometry_policy,5deg_5mm,1,3,0.9,1.1850194401694472,1.0,1.224862066906667,0.582849709011749,0.1670297320233658,0.958,
,specimen04,tibia,geometry_policy,5deg_5mm,1,4,0.9,1.1850194401694498,1.0,1.2248620669036911,0.7468179645526838,0.16588505302206613,0.958,
,specimen04,tibia,geometry_policy,10deg_10mm,2,0,0.9,1.1850194401694594,1.0,1.2248620669019057,0.7710588920295648,0.17361656602588482,0.958,
,specimen04,tibia,geometry_policy,10deg_10mm,2,1,0.9,30.970135629653765,0.0,38.744591023274296,19.13288009833785,0.31896129497908987,0.7123333333333334,
,specimen04,tibia,geometry_policy,10deg_10mm,2,2,0.9,30.961971324105264,0.0,38.734533911607535,23.701895445583652,0.3149929569917731,0.7118333333333333,
,specimen04,tibia,geometry_policy,10deg_10mm,2,3,0.9,1.1850194401694585,1.0,1.2248620669013106,0.65291570557134,0.1358270549972076,0.958,
,specimen04,tibia,geometry_policy,10deg_10mm,2,4,0.9,1.1850194401694734,1.0,1.2248620669013106,0.5711180143684371,0.13784169300924987,0.958,
,specimen04,tibia,geometry_policy,20deg_20mm,3,0,0.9,33.344880301965595,0.0,34.94030333553844,17.743083508731658,0.31293047399958596,0.7163333333333334,
,specimen04,tibia,geometry_policy,20deg_20mm,3,1,0.9,1.1850194401694731,1.0,1.224862066902501,0.9847051678333547,0.1706399170216173,0.958,
,specimen04,tibia,geometry_policy,20deg_20mm,3,2,0.9,28.86079511357205,0.0,34.779586979367224,7.986994928425925,0.3218920820218045,0.7048333333333333,
,specimen04,tibia,geometry_policy,20deg_20mm,3,3,0.9,48.712442354787704,0.0,104.18702593955567,21.45975249370747,0.3099409169808496,0.7115,
,specimen04,tibia,geometry_policy,20deg_20mm,3,4,0.9,32.423603100376944,0.0,36.4028659937609,16.578251405472,0.28994972401415,0.707,
,specimen04,tibia,pfad_policy,aligned,0,0,0.9,1.2670041481144168,1.0,1.4719690518321942,0.618217050307171,0.11515892602619715,0.9658333333333333,
,specimen04,tibia,pfad_policy,5deg_5mm,1,0,0.9,1.2670041481144174,1.0,1.4719690518331847,0.683701019176327,0.12044807599158958,0.9658333333333333,
,specimen04,tibia,pfad_policy,5deg_5mm,1,1,0.9,1.2670041481144145,1.0,1.4719690518331847,0.640299450689989,0.11723232999793254,0.9658333333333333,
,specimen04,tibia,pfad_policy,5deg_5mm,1,2,0.9,1.2670041481144005,1.0,1.4719690518321942,0.6152679500333345,0.12236434099031612,0.9658333333333333,
,specimen04,tibia,pfad_policy,5deg_5mm,1,3,0.9,1.2670041481144125,1.0,1.4719690518307085,0.5291114768571816,0.1225724229880143,0.9658333333333333,
,specimen04,tibia,pfad_policy,5deg_5mm,1,4,0.9,1.267004148114411,1.0,1.4719690518321942,0.7274048046428447,0.12616493899258785,0.9658333333333333,
,specimen04,tibia,pfad_policy,10deg_10mm,2,0,0.9,1.26700414811441,1.0,1.4719690518321942,0.7668872746688753,0.12835757998982444,0.9658333333333333,
,specimen04,tibia,pfad_policy,10deg_10mm,2,1,0.9,1.267004148114435,1.0,1.4719690518331847,0.3743902519264625,0.2266830709995702,0.9658333333333333,
,specimen04,tibia,pfad_policy,10deg_10mm,2,2,0.9,32.99904769352493,0.0,31.433586769938422,22.369550719273786,0.3085770739999134,0.704,
,specimen04,tibia,pfad_policy,10deg_10mm,2,3,0.9,1.267004148114416,1.0,1.4719690518341753,0.632794075507262,0.16843262701877393,0.9658333333333333,
,specimen04,tibia,pfad_policy,10deg_10mm,2,4,0.9,1.2670041481144112,1.0,1.4719690518321942,0.5111077956221101,0.13178556601633318,0.9658333333333333,
,specimen04,tibia,pfad_policy,20deg_20mm,3,0,0.9,1.2670041481144148,1.0,1.4719690518307085,0.45919779126503135,0.1709299850044772,0.9658333333333333,
,specimen04,tibia,pfad_policy,20deg_20mm,3,1,0.9,1.2670041481144179,1.0,1.4719690518307085,1.0112665008498167,0.13054156498401426,0.9658333333333333,
,specimen04,tibia,pfad_policy,20deg_20mm,3,2,0.9,33.0055063858387,0.0,31.416504683225227,13.499337048258566,0.30972975699114613,0.7043333333333334,
,specimen04,tibia,pfad_policy,20deg_20mm,3,3,0.9,49.0289919980914,0.0,96.09685081399913,17.062967979324036,0.3152677270118147,0.7095,
,specimen04,tibia,pfad_policy,20deg_20mm,3,4,0.9,1.2670041481143888,1.0,1.4719690518292226,0.3264873129523854,0.154974494013004,0.9658333333333333,
,specimen04,fibula,raw,aligned,0,0,,0.8397096100705536,1.0,0.6539952443736059,0.823639994406705,0.11255520998383872,0.9648333333333333,
,specimen04,fibula,raw,5deg_5mm,1,0,,0.8396998113335944,1.0,0.653882979048062,0.8165860153322414,0.11055518299690448,0.9648333333333333,
,specimen04,fibula,raw,5deg_5mm,1,1,,0.8396998113335439,1.0,0.6538829790469473,0.8335930428367695,0.11198827199405059,0.9648333333333333,
,specimen04,fibula,raw,5deg_5mm,1,2,,0.838550590786013,1.0,0.6559047243298803,0.8308068748360277,0.09259212599135935,0.9648333333333333,
,specimen04,fibula,raw,5deg_5mm,1,3,,0.838550590786014,1.0,0.6559047243354371,0.831241767382242,0.09197915700497106,0.9648333333333333,
,specimen04,fibula,raw,5deg_5mm,1,4,,0.8396998113335076,1.0,0.6538829790458325,0.8278353782336935,0.1130536129930988,0.9648333333333333,
,specimen04,fibula,raw,10deg_10mm,2,0,,0.8385505907860078,1.0,0.6559047243343257,0.8258996834059532,0.09279975699610077,0.9648333333333333,
,specimen04,fibula,raw,10deg_10mm,2,1,,0.8397096100705009,1.0,0.6539952443780643,0.8128423434335598,0.11191337101627141,0.9648333333333333,
,specimen04,fibula,raw,10deg_10mm,2,2,,0.8385505907859816,1.0,0.6559047243309917,0.8239182228774533,0.09132965400931425,0.9648333333333333,
,specimen04,fibula,raw,10deg_10mm,2,3,,0.8385505907860157,1.0,0.6559047243343257,0.818588734155606,0.09188652300508693,0.9648333333333333,
,specimen04,fibula,raw,10deg_10mm,2,4,,0.839699811333553,1.0,0.6538829790458325,0.8176059820146628,0.1134184029942844,0.9648333333333333,
,specimen04,fibula,raw,20deg_20mm,3,0,,0.8385505907859927,1.0,0.6559047243298803,0.8136199173150627,0.0932798029971309,0.9648333333333333,
,specimen04,fibula,raw,20deg_20mm,3,1,,0.8396998113335579,1.0,0.6538829790458325,0.8134875862509897,0.11155218098429032,0.9648333333333333,
,specimen04,fibula,raw,20deg_20mm,3,2,,0.8385505907859889,1.0,0.6559047243343257,0.8430117985046319,0.09436698499484919,0.9648333333333333,
,specimen04,fibula,raw,20deg_20mm,3,3,,0.8397096100703726,1.0,0.6539952443769497,0.8158502715113748,0.11933600998600014,0.9648333333333333,
,specimen04,fibula,raw,20deg_20mm,3,4,,0.8385505907860256,1.0,0.6559047243254349,0.8216797880566873,0.09275158398668282,0.9648333333333333,
,specimen04,fibula,all_refined,aligned,0,0,1.0,0.917575058412614,1.0,0.6869783572489945,0.902842704590602,0.08405242400476709,0.9631666666666666,
,specimen04,fibula,all_refined,5deg_5mm,1,0,1.0,0.9175750584125767,1.0,0.6869783572468723,0.8976122868073392,0.08801395699265413,0.9631666666666666,
,specimen04,fibula,all_refined,5deg_5mm,1,1,1.0,0.9175750584125816,1.0,0.6869783572532389,0.9110709917258475,0.09484486799919978,0.9631666666666666,
,specimen04,fibula,all_refined,5deg_5mm,1,2,1.0,0.9175750584126285,1.0,0.6869783572553609,0.9105898693817203,0.09943056802148931,0.9631666666666666,
,specimen04,fibula,all_refined,5deg_5mm,1,3,1.0,0.9175750584126113,1.0,0.6869783572511167,0.910661407758715,0.09787273101392202,0.9631666666666666,
